timestamp,machine_id,batch_id,paper_grade,moisture_pct,temperature_C,humidity_pct,cycle_start,cycle_end,deviation_flag
2025-09-01 07:00:00,M004,BATCH_001,coated,6.2295100499921885,28.04883449516052,56.041925652592944,2025-09-01 07:00:00,2025-09-01 09:00:00,0
2025-09-01 07:10:00,M004,BATCH_001,coated,6.525638642190026,24.146737581180123,54.039701139156065,2025-09-01 07:00:00,2025-09-01 09:00:00,0
2025-09-01 07:20:00,M004,BATCH_001,coated,6.52863988090415,22.919656851223685,54.670740428480336,2025-09-01 07:00:00,2025-09-01 09:00:00,0
2025-09-01 07:30:00,M004,BATCH_001,coated,6.439982729142997,29.41403261818475,33.00034610388785,2025-09-01 07:00:00,2025-09-01 09:00:00,0
2025-09-01 07:40:00,M004,BATCH_001,coated,7.116764448075644,23.82423832217962,45.11531539560838,2025-09-01 07:00:00,2025-09-01 09:00:00,0
2025-09-01 07:50:00,M004,BATCH_001,coated,6.734035149916316,30.742253848246477,43.95957158097069,2025-09-01 07:00:00,2025-09-01 09:00:00,0
2025-09-01 08:00:00,M004,BATCH_001,coated,7.001801590076992,27.261452892880172,52.80019846096053,2025-09-01 07:00:00,2025-09-01 09:00:00,0
2025-09-01 08:10:00,M004,BATCH_001,coated,6.190801349667958,24.550402561613172,61.07950725326535,2025-09-01 07:00:00,2025-09-01 09:00:00,0
2025-09-01 08:20:00,M004,BATCH_001,coated,6.4228708185960555,25.575214471609186,52.89680515709388,2025-09-01 07:00:00,2025-09-01 09:00:00,0
2025-09-01 08:30:00,M004,BATCH_001,coated,6.96662511884609,,58.58619749513323,2025-09-01 07:00:00,2025-09-01 09:00:00,0
2025-09-01 08:40:00,M004,BATCH_001,coated,6.373174747047138,22.673902816037042,52.67225730052637,2025-09-01 07:00:00,2025-09-01 09:00:00,0
2025-09-01 08:50:00,M004,BATCH_001,coated,5.795484570380045,22.880460130232247,47.76938753066929,2025-09-01 07:00:00,2025-09-01 09:00:00,0
2025-09-01 09:00:00,M004,BATCH_001,coated,5.918775494330008,23.756015408532267,53.04665629304146,2025-09-01 07:00:00,2025-09-01 09:00:00,0
2025-09-01 11:00:00,M003,BATCH_002,coated,6.807609809378774,26.008596059160027,46.621487029744266,2025-09-01 11:00:00,2025-09-01 13:00:00,0
2025-09-01 11:10:00,M003,BATCH_002,coated,7.156758082283911,26.806749409158304,39.50936935864354,2025-09-01 11:00:00,2025-09-01 13:00:00,0
2025-09-01 11:20:00,M003,BATCH_002,coated,6.371112922273678,27.047249669791178,48.426696427399655,2025-09-01 11:00:00,2025-09-01 13:00:00,0
2025-09-01 11:30:00,M003,BATCH_002,coated,7.03645303047784,25.06520425269448,62.626273707547085,2025-09-01 11:00:00,2025-09-01 13:00:00,0
2025-09-01 11:40:00,M003,BATCH_002,coated,6.412548264039665,23.316083315123038,50.38300394272789,2025-09-01 11:00:00,2025-09-01 13:00:00,0
2025-09-01 11:50:00,M003,BATCH_002,coated,6.1643835887182306,24.36568117988656,46.873215052030844,2025-09-01 11:00:00,2025-09-01 13:00:00,0
2025-09-01 12:00:00,M003,BATCH_002,coated,5.971183674893917,27.112276141997036,50.02245874251229,2025-09-01 11:00:00,2025-09-01 13:00:00,0
2025-09-01 12:10:00,M003,BATCH_002,coated,6.606914889701111,21.608568164984437,56.740393998248535,2025-09-01 11:00:00,2025-09-01 13:00:00,0
2025-09-01 12:20:00,M003,BATCH_002,coated,5.517994205708141,24.536689057317083,50.22192616688424,2025-09-01 11:00:00,2025-09-01 13:00:00,0
2025-09-01 12:30:00,M003,BATCH_002,,5.6438564243471046,28.224230900402702,46.69076229136462,2025-09-01 11:00:00,2025-09-01 13:00:00,0
2025-09-01 12:40:00,M003,BATCH_002,coated,6.2104157393779476,25.348773637230472,53.9943629044609,2025-09-01 11:00:00,2025-09-01 13:00:00,0
2025-09-01 12:50:00,M003,BATCH_002,coated,6.768698320340757,23.35226032421526,50.73080640226784,2025-09-01 11:00:00,2025-09-01 13:00:00,0
